Block,Date,Time
3850988,2022-07-20,23:59:57
3836272,2022-07-19,23:59:54
3821558,2022-07-18,23:59:56
3806855,2022-07-17,23:59:59
3792136,2022-07-16,23:59:55
3777417,2022-07-15,23:59:55
3762690,2022-07-14,23:59:57
3747947,2022-07-13,23:59:56
3733266,2022-07-12,23:59:55
3718535,2022-07-11,23:59:58
3703816,2022-07-10,23:59:55
3689107,2022-07-09,23:59:59
3674376,2022-07-08,23:59:56
3659657,2022-07-07,23:59:57
3644945,2022-07-06,23:59:55
3630234,2022-07-05,23:59:54
3615736,2022-07-04,23:59:54
3601109,2022-07-03,23:59:58
3586464,2022-07-02,23:59:55
3571796,2022-07-01,23:59:55
3557153,2022-06-30,23:59:56
3542529,2022-06-29,23:59:59
3527896,2022-06-28,23:59:57
3513243,2022-06-27,23:59:56
3498632,2022-06-26,23:59:59
3483973,2022-06-25,23:59:54
3469553,2022-06-24,23:59:54
3454943,2022-06-23,23:59:58
3440396,2022-06-22,23:59:59
3425846,2022-06-21,23:59:57
3411176,2022-06-20,23:59:57
3396491,2022-06-19,23:59:54
3381809,2022-06-18,23:59:54
3367124,2022-06-17,23:59:59
3352474,2022-06-16,23:59:56
3337897,2022-06-15,23:59:55
3323311,2022-06-14,23:59:55
3308794,2022-06-13,23:59:56
3294258,2022-06-12,23:59:58
3279641,2022-06-11,23:59:59
3264986,2022-06-10,23:59:56
3250340,2022-06-09,23:59:59
3235691,2022-06-08,23:59:58
3221067,2022-06-07,23:59:56
3206505,2022-06-06,23:59:56
3191931,2022-06-05,23:59:55
3177337,2022-06-04,23:59:55
3162774,2022-06-03,23:59:55
3148227,2022-06-02,23:59:56
3133713,2022-06-01,23:59:55
3119220,2022-05-31,23:59:55
3104761,2022-05-30,23:59:59
3090282,2022-05-29,23:59:59
3075771,2022-05-28,23:59:57
3061271,2022-05-27,23:59:56
3046791,2022-05-26,23:59:59
3032328,2022-05-25,23:59:55
3017863,2022-05-24,23:59:54
3003440,2022-05-23,23:59:58
2989280,2022-05-22,23:59:59
2974824,2022-05-21,23:59:54
2960342,2022-05-20,23:59:54
2945856,2022-05-19,23:59:58
2931414,2022-05-18,23:59:56
2916964,2022-05-17,23:59:57
2902695,2022-05-16,23:59:58
2888175,2022-05-15,23:59:57
2873518,2022-05-14,23:59:57
2858913,2022-05-13,23:59:54
2844288,2022-05-12,23:59:54
2829737,2022-05-11,23:59:59
2815130,2022-05-10,23:59:57
2800538,2022-05-09,23:59:55
2785946,2022-05-08,23:59:57
2771350,2022-05-07,23:59:57
2756756,2022-05-06,23:59:55
2742152,2022-05-05,23:59:57
2727559,2022-05-04,23:59:55
2712997,2022-05-03,23:59:58
2698908,2022-05-02,23:59:58
2684629,2022-05-01,23:59:57
2670353,2022-04-30,23:59:55
2656080,2022-04-29,23:59:56
2641831,2022-04-28,23:59:58
2627571,2022-04-27,23:59:55
2613348,2022-04-26,23:59:57
2599141,2022-04-25,23:59:59
2584906,2022-04-24,23:59:58
2570690,2022-04-23,23:59:56
2556484,2022-04-22,23:59:58
2542309,2022-04-21,23:59:58
2528119,2022-04-20,23:59:54
2513936,2022-04-19,23:59:55
2499700,2022-04-18,23:59:58
2485435,2022-04-17,23:59:56
2471233,2022-04-16,23:59:54
2456987,2022-04-15,23:59:59
2442771,2022-04-14,23:59:58
